38,36,18,3,10,41
52,53,35,29,5,9
26,47,17,18,8,37
23,24,33,20,1,29
30,36,27,45,38,13
54,37,11,21,53,12
13,17,24,34,56,24
44,29,20,14,2,32
48,46,54,20,40,27
15,9,42,31,45,41
46,56,7,15,27,39
5,34,36,14,52,42
13,56,26,25,28,39
52,29,13,49,12,20
43,36,35,18,26,24
21,51,41,7,24,10
2,32,23,35,13,4
49,32,43,14,29,14
31,55,24,50,2,44
1,13,33,18,5,30
38,14,40,16,49,29
44,22,10,12,48,16
5,13,46,12,50,10
36,3,5,4,7,16
17,24,35,46,54,33
38,15,37,52,25,4
53,51,6,55,5,12
42,53,32,1,36,4
9,53,52,17,34,2
44,30,16,3,25,42
55,39,26,33,6,1
56,19,2,45,44,43
17,43,22,12,7,16
38,3,42,6,45,30
25,43,55,45,3,40
6,40,32,19,33,39
20,1,11,21,46,18
40,14,43,30,35,2
27,24,50,47,42,8
28,6,20,18,38,37
54,29,13,23,9,34
41,48,25,51,5,35
32,22,30,26,15,31
5,40,46,45,34,21
10,25,8,22,55,22
33,13,52,22,51,42
55,52,53,42,11,28
20,25,36,9,24,23
19,25,50,30,5,42
42,7,20,13,47,9
48,47,35,40,14,35
41,56,7,14,24,7
37,22,23,53,16,35
46,9,6,13,43,45
32,45,1,15,29,8
20,35,31,49,30,23
17,7,40,28,6,39
48,9,32,42,37,7
34,5,12,25,15,43
25,44,12,7,53,3
10,3,4,39,50,29
9,51,53,10,38,1
46,44,2,12,51,6
54,11,7,38,26,13
40,42,26,12,14,22
33,52,15,4,8,10
35,28,4,30,31,17
15,5,53,26,3,35
17,49,36,16,54,14
56,44,18,14,52,25
53,40,35,22,33,15
36,46,21,35,16,38
48,46,39,32,49,41
3,24,9,29,41,41
46,40,35,17,48,41
1,46,51,26,9,11
50,38,21,3,18,43
31,48,44,18,45,18
33,21,51,35,14,43
42,39,29,22,16,20
25,13,42,43,10,30
11,7,38,16,49,35
36,40,17,43,25,9
21,49,46,7,55,15
35,51,21,53,18,36
34,18,25,42,35,6
15,37,53,23,48,22
46,33,16,26,34,38
36,39,24,32,34,6
28,15,16,19,7,10
11,14,25,26,21,33
1,11,47,31,4,37
53,1,9,10,23,40
8,10,43,36,35,14
5,26,56,38,7,15
31,53,11,52,16,42
55,9,45,4,20,34
16,43,54,41,24,36
54,28,33,30,48,25
13,42,56,46,6,42
13,30,44,24,23,5
11,2,36,7,22,35
43,22,14,10,42,1
54,2,51,44,24,7
48,32,19,12,29,9
49,38,35,56,27,15
26,39,6,31,29,31
19,50,3,31,13,21
1,16,26,30,5,21
54,5,16,49,31,19
11,14,24,21,31,23
4,20,10,45,29,21
51,40,1,52,17,7
37,21,35,40,39,35
47,9,25,3,12,37
19,30,24,34,56,19
7,41,53,39,48,21
51,16,30,38,46,5
6,13,52,41,30,26
8,17,23,20,50,17
35,7,12,55,54,2
5,18,39,43,37,42
51,29,46,42,16,40
50,41,56,36,55,9
32,33,10,54,20,39
24,9,34,5,8,17
53,38,8,2,33,12
54,38,55,56,8,2
51,53,46,21,4,5
40,56,37,48,53,44
40,44,18,8,22,11
3,46,6,11,42,38
14,48,27,34,19,3
10,35,17,9,21,6
40,33,5,12,9,27
49,20,34,24,31,8
21,33,23,5,45,43
47,54,19,2,23,16
4,20,13,25,33,42
44,37,43,40,28,20
48,10,19,40,37,1
51,17,32,10,1,44
34,54,21,26,44,23
5,2,44,1,41,25
5,18,46,23,15,14
7,45,2,52,53,18
12,24,51,38,20,3
51,46,2,8,44,22
1,49,52,34,3,19
47,46,43,3,17,2
42,11,41,46,33,21
40,15,26,39,36,45
13,31,39,30,12,29
43,14,23,20,42,6
33,21,18,56,42,11
9,29,39,10,26,10
12,6,51,26,5,7
53,45,27,30,16,43
51,18,12,28,26,35
27,30,25,6,45,46
4,30,7,17,12,44
48,23,49,46,3,2
14,20,19,53,43,7
37,52,48,19,36,8
28,2,54,19,22,25
54,16,13,25,30,11
39,56,24,40,31,32
52,29,45,10,54,10
55,45,36,42,22,42
21,30,44,42,50,6
12,43,22,44,33,15
25,12,15,33,22,2
12,22,5,38,56,22
23,8,42,39,40,24
44,56,3,30,14,5
40,4,5,51,17,38
30,21,43,50,46,18
47,39,27,14,50,12
11,30,53,26,7,14
56,55,42,1,38,34
12,22,19,7,13,10
12,9,55,30,36,15
26,55,17,22,5,38
56,30,7,15,33,22
41,32,48,33,19,12
47,13,4,41,35,44
25,3,12,18,52,21
20,13,44,15,25,37
8,5,41,19,17,21
43,53,42,48,38,12
27,40,26,7,43,10
56,17,26,4,46,25
3,49,5,40,45,17
8,9,44,31,37,38
18,27,14,42,31,7
48,12,50,27,13,30
53,28,36,50,24,29
22,48,3,31,54,9
37,19,52,32,45,41
44,51,24,35,19,26
37,8,53,28,55,26
46,53,4,21,54,26
16,56,31,43,46,22
20,47,31,27,24,15
47,11,46,39,6,26
26,2,41,14,32,32
11,8,22,4,30,4
49,32,24,14,45,17
40,55,47,39,53,32
54,32,19,4,24,5
43,44,9,54,8,27
15,3,51,5,43,11
38,9,8,14,44,36
14,5,47,49,25,36
36,42,25,11,17,13
53,22,36,10,50,39
14,50,22,8,39,44
33,22,1,52,43,36
19,3,1,12,20,28
29,22,20,41,1,35
51,39,14,5,16,34
45,24,51,19,34,40
55,36,29,53,17,26
16,29,23,2,32,46
16,19,52,2,35,17
30,11,20,42,13,3
56,18,13,9,17,2
38,55,9,21,36,13
11,32,17,28,50,33
7,38,40,2,23,40
8,29,30,23,53,7
40,18,19,26,9,38
42,12,13,41,15,37
16,34,24,6,36,30
50,21,25,26,51,22
43,14,44,23,54,39
15,6,27,1,46,39
22,28,49,52,23,2
14,1,35,25,12,38
51,24,39,52,13,44
9,2,48,51,41,37
9,32,43,34,52,4
31,36,6,14,13,36
39,35,9,49,30,36
52,32,41,13,28,16
42,38,2,25,35,34
48,15,43,46,14,21
14,41,42,51,35,23
27,7,15,28,31,35
42,16,44,19,39,38
52,33,5,34,47,18
48,6,45,46,39,36
17,29,2,47,7,40
23,41,21,10,55,9
24,32,14,43,44,21
55,27,38,42,5,41
3,19,34,18,30,3
53,52,10,22,15,12
52,56,1,22,53,45
11,22,51,52,2,46
46,30,48,44,10,44
32,17,2,22,51,35
46,27,21,55,52,14
33,11,31,26,12,27
27,16,10,19,48,25
10,14,29,40,16,6
54,39,16,13,3,32
13,27,1,8,41,45
19,37,6,29,33,31
44,29,52,22,1,39
34,2,11,21,19,38
11,19,12,3,33,30
45,50,25,23,30,8
25,33,22,36,48,40
4,2,39,51,21,29
46,35,10,9,1,9
20,17,2,27,28,7
12,3,21,11,14,25
19,53,16,13,55,2
29,56,43,4,15,29
28,12,31,18,2,3
47,29,38,18,43,7
25,37,51,40,36,20
23,27,1,9,33,24
45,21,55,28,41,24
40,1,27,35,28,6
56,37,50,24,44,35
35,43,52,26,32,10
55,46,11,37,18,45
39,31,2,40,27,23
46,12,26,50,10,23
28,9,24,15,31,17
20,39,40,15,16,26
44,25,4,34,43,45
15,50,38,24,10,19
14,47,53,39,48,29
39,22,16,38,48,42
4,2,13,36,17,15
42,18,25,51,36,22
22,48,50,11,4,42
13,5,35,26,45,32
37,24,47,5,52,6
9,21,49,20,48,7
44,36,15,20,24,6
40,9,16,43,24,35
23,38,39,54,5,3
12,32,29,27,34,34
8,51,10,4,14,31
48,12,24,7,36,27
9,4,42,15,2,13
49,34,3,29,42,29
55,21,18,9,37,33
23,36,39,30,48,34
13,26,30,35,9,33
52,38,20,5,41,20
31,5,17,36,56,46
6,44,11,32,20,38
15,21,26,9,45,25
4,9,46,16,12,44
12,31,16,50,14,9
15,17,29,46,11,16
55,49,54,7,34,34
11,6,7,5,25,31
39,25,27,38,35,28
10,5,26,27,28,4
20,35,53,45,29,41
47,17,50,40,8,13
50,8,21,3,52,2
6,51,3,43,52,36
48,4,17,24,25,34
56,35,44,17,52,22
28,1,50,42,34,27
7,35,45,18,56,3
6,12,15,42,32,40
35,25,8,22,33,46
5,56,37,26,4,25
49,9,44,38,48,13
40,19,22,3,12,2
37,1,17,31,54,31
2,28,53,51,9,19
44,6,4,21,2,37
18,4,10,50,28,35
48,27,54,16,49,2
29,35,41,30,32,39
31,52,18,27,36,33
29,26,33,46,39,24
27,7,52,49,42,19
45,21,50,25,2,21
53,55,15,51,24,11
56,9,51,53,33,39
21,14,51,24,3,14
17,51,45,34,31,24
51,10,13,18,33,43
45,17,55,25,13,8
54,48,45,56,27,2
46,7,13,51,37,2
15,38,4,29,17,20
23,38,31,5,18,20
40,11,46,7,27,8
37,34,29,21,8,15
54,43,49,45,27,44
22,50,8,49,27,28
3,4,56,7,16,39
37,35,50,10,11,12
12,25,39,45,37,11
53,17,52,39,30,21
51,41,33,4,56,38
28,30,20,46,23,29
34,21,27,2,44,45
32,27,31,36,47,35
44,49,30,20,10,24
39,35,45,3,33,13
52,4,44,16,54,20
2,35,5,29,51,3
27,6,41,8,40,21
28,50,13,39,55,10
36,18,31,43,20,33
31,56,9,5,37,16
7,19,4,38,21,29
34,41,4,5,38,18
27,52,13,8,28,9
38,7,39,8,48,22
23,1,38,22,10,19
6,49,7,27,26,9
10,53,20,51,45,41
48,17,26,2,20,12
17,47,16,14,33,23
45,12,21,29,11,5
42,46,39,1,22,36
40,4,16,53,36,18
54,56,14,4,29,40
48,47,9,12,56,25
11,34,44,31,52,32
18,19,16,29,14,16
53,2,48,25,15,41
48,22,56,52,3,13
50,31,10,45,54,25
3,25,40,29,28,13
47,46,23,52,41,22
11,24,44,38,1,41
22,2,30,31,17,19
52,43,16,44,56,26
39,15,18,48,53,3
47,39,12,3,27,32
48,50,10,31,16,44
10,34,8,5,42,25
52,26,28,37,19,18
50,41,37,23,55,6
41,14,20,47,53,40
21,9,36,43,31,8
7,50,2,20,34,40
26,54,43,33,46,9
47,21,56,40,20,12
11,37,13,40,19,26
30,23,15,20,26,17
14,24,5,19,17,25
29,20,39,3,11,26
12,27,51,44,45,30
17,50,12,15,13,23
48,12,54,28,18,6
33,42,6,34,13,25
21,12,13,4,27,46
55,37,36,41,11,7
23,21,17,12,30,24
1,2,27,19,13,21
15,27,37,3,4,35
12,36,1,32,10,25
8,18,45,47,50,36
1,31,33,34,50,41
14,7,11,15,34,14
2,18,20,39,15,34
28,43,12,36,18,19
39,16,49,19,44,26
10,7,16,2,29,8
11,40,48,52,30,42
22,56,13,20,4,32
13,30,7,54,33,30
2,26,50,14,56,12
24,6,43,55,17,36
40,19,11,43,44,33
13,4,20,48,29,36
28,4,23,32,24,31
4,10,26,32,41,31
20,29,10,48,47,38
13,28,20,36,10,9
8,38,18,22,24,23
17,11,23,12,21,20
55,50,6,56,14,1
14,27,18,4,3,13
43,52,47,3,20,26
55,28,38,2,42,25
38,10,2,13,36,18
3,52,28,8,21,43
10,19,44,37,24,27
37,29,48,24,50,19
36,43,31,37,10,15
31,10,9,50,13,10
42,2,9,14,37,41
53,18,7,2,32,18
32,21,31,15,30,26
28,19,39,26,4,14
54,16,1,12,3,46
46,19,34,25,53,15
53,28,26,8,33,11
38,35,28,26,9,10
26,39,46,1,27,21
31,54,14,51,7,35
2,35,6,12,34,33
43,9,34,5,47,8
16,19,53,47,11,2
18,56,6,12,11,12
53,4,45,38,54,9
44,46,23,33,27,36
18,38,25,31,22,29
26,46,11,20,53,12
8,32,31,11,12,29
16,15,52,40,27,16
36,49,18,6,40,7
56,13,12,35,10,9
15,47,4,25,8,42
4,46,22,42,53,20
45,4,16,1,11,37
35,33,17,2,15,8
38,4,27,29,45,5
21,35,5,9,38,20
8,50,31,5,46,4
33,48,50,49,14,18
16,23,35,26,22,31
6,29,55,48,20,6
47,48,35,36,25,18
32,8,34,17,9,13
17,39,35,24,18,18
45,30,5,6,7,42
15,48,23,55,22,31
4,19,17,5,50,7
19,1,12,20,47,25
10,8,15,23,41,7
41,55,19,17,3,24
42,14,45,19,21,6
10,28,12,11,43,45
56,14,54,34,33,37
14,1,53,50,35,43
22,54,24,31,52,4
38,6,23,34,15,43
13,35,53,14,36,19
20,1,31,19,36,9
56,45,6,40,50,11
45,23,10,39,41,15
23,22,48,39,33,29
20,51,32,45,24,43
53,3,18,51,46,17
19,55,32,29,38,15
9,51,33,11,10,29
36,1,16,50,29,16
26,37,41,6,18,9
40,16,11,51,34,34
53,47,39,3,33,9
1,2,25,17,48,45
45,17,48,10,19,30
12,43,9,42,21,42
28,7,5,56,14,10
28,55,31,30,37,13
49,41,53,20,23,31
32,29,35,47,52,13
18,27,38,37,21,7
53,10,20,51,9,24
47,46,29,12,51,24
46,24,25,11,31,17
40,49,14,10,51,4
47,27,12,48,17,33
30,12,47,35,17,26
46,10,13,1,18,19
22,2,1,37,50,45
11,49,44,3,9,9
46,56,16,30,29,6
2,16,9,10,35,40
56,31,39,32,23,38
52,35,55,20,25,10
8,22,47,10,48,35
17,19,14,32,20,28
42,24,28,6,33,19
19,54,45,11,39,15
51,54,55,43,9,13
42,41,43,38,4,44
53,56,54,15,5,22
21,44,49,48,11,23
27,47,30,2,3,36
22,50,2,28,25,18
44,48,55,25,49,20
38,49,1,36,42,19
31,12,23,19,7,45
22,56,48,43,31,45
41,23,45,6,56,24
38,29,51,50,6,39
27,32,52,40,21,36
20,2,36,28,45,37
19,45,21,3,44,29
40,3,26,52,45,11
15,5,38,19,23,19
25,44,34,56,38,27
42,54,45,35,13,26
24,53,25,47,45,42
6,37,35,38,21,17
44,40,46,13,33,8
52,56,49,31,13,41
39,31,46,40,27,36
30,33,26,44,32,1
31,45,54,47,5,4
29,16,50,2,22,27
6,24,33,30,3,21
55,33,4,13,39,3
33,23,4,48,16,38
28,42,22,54,49,43
52,48,29,43,17,36
48,24,51,56,30,45
7,49,21,35,29,39
12,29,49,4,51,44
6,41,26,22,5,6
2,4,39,36,26,27
24,45,51,27,20,31
8,3,5,29,18,14
32,43,23,33,39,8
45,24,52,4,46,1
15,36,2,3,22,23
34,28,9,48,17,46
10,48,38,4,16,34
10,27,28,51,37,19
15,53,31,3,36,27
38,47,28,9,1,8
10,49,22,36,24,33
5,3,30,36,48,23
9,18,28,43,17,9
7,49,19,21,53,35
37,45,17,30,23,4
4,50,18,3,29,20
3,27,5,10,26,27
16,25,28,32,40,3
9,39,42,30,47,37
27,1,16,25,18,3
51,15,39,29,6,36
48,29,52,54,16,5
31,24,20,33,36,44
42,9,27,10,36,11
30,2,8,48,36,31
43,51,53,29,28,7
6,11,14,4,1,30
19,17,6,20,21,20
19,44,34,9,51,24
46,23,38,4,2,23
38,11,35,52,41,40
20,19,33,2,24,39
48,31,6,2,12,25
9,17,42,36,14,33
32,24,48,1,16,2
33,26,14,35,23,40
38,15,3,9,37,39
5,47,2,46,45,37
45,27,52,31,24,38
21,4,53,42,11,38
2,6,8,51,18,19
15,35,3,29,54,8
10,12,14,24,11,6
49,34,22,11,3,1
14,43,35,52,10,16
54,15,40,21,9,11
2,53,55,29,14,31
2,52,46,38,27,45
37,39,55,53,42,22
9,4,34,48,40,25
9,17,50,2,34,45
18,8,12,30,40,4
53,11,30,27,21,11
19,32,10,36,16,13
36,23,3,16,35,20
39,34,45,28,53,34
52,36,24,4,3,45
28,35,39,23,20,21
36,3,11,19,23,21
24,13,46,6,7,34
21,1,49,55,13,17
50,2,44,48,52,3
46,5,51,9,38,5
43,8,4,2,3,26
21,29,5,18,41,37
46,38,10,2,13,2
48,33,30,32,42,7
10,38,36,44,18,8
15,34,39,23,55,32
56,35,20,24,8,24
5,33,13,23,20,30
45,34,46,25,49,34
9,50,40,45,4,39
40,47,48,31,41,45
41,39,53,32,16,16
32,42,15,46,38,31
20,5,33,36,11,11
40,21,51,16,17,20
9,5,22,49,36,36
13,55,3,14,46,34
50,51,23,8,7,26
6,14,8,56,43,28
55,20,11,10,42,9
9,16,32,8,39,15
22,15,6,16,37,3
26,24,10,6,42,15
37,46,52,13,40,29
14,48,36,34,53,42
42,55,17,1,46,1
36,4,24,40,15,44
29,5,12,56,18,38
38,18,4,44,22,24
35,32,3,5,13,6
35,18,40,33,22,11
12,31,6,46,56,34
26,5,24,53,29,36
9,52,13,22,38,44
47,37,8,44,48,27
42,26,12,5,49,24
24,31,28,11,22,46
19,32,3,43,24,44
43,7,44,51,56,4
44,54,39,52,51,13
41,28,11,33,43,41
7,18,29,1,6,16
32,18,3,41,56,19
2,48,3,18,34,36
10,41,32,13,40,32
11,21,4,44,25,29
2,23,55,25,1,39
3,38,20,21,42,19
29,56,24,34,30,1
19,1,41,12,6,14
42,49,8,18,25,14
16,39,7,54,11,13
11,17,31,48,12,1
27,47,12,46,8,6
41,1,32,30,40,17
44,26,10,5,2,46
20,39,15,50,6,5
9,38,55,32,22,44
11,42,35,44,41,42
15,30,1,19,56,28
13,38,9,49,24,30
6,7,13,43,15,7
51,43,30,17,38,20
46,39,20,6,41,42
25,11,4,35,34,44
9,12,19,30,20,39
8,22,4,32,17,8
3,37,6,21,14,35
14,41,34,37,27,38
51,33,49,46,20,46
25,31,46,53,36,21
47,10,40,14,7,34
23,36,15,8,41,5
54,17,30,41,48,13
10,21,13,19,1,28
2,39,18,15,5,42
8,6,22,43,12,28
21,50,22,9,32,10
17,54,42,55,49,31
49,39,21,34,30,43
54,2,42,34,20,39
1,20,13,51,6,31
20,49,1,39,19,28
12,32,6,28,10,38
35,11,49,43,15,41
55,15,48,2,17,11
4,16,5,53,18,28
25,4,32,54,12,36
44,26,20,46,2,26
11,20,55,10,12,19
37,1,55,48,10,21
45,40,15,50,53,28
2,34,5,31,33,20
6,17,34,48,40,30
3,50,40,17,14,3
3,5,28,33,51,16
8,52,46,35,15,38
52,53,42,36,51,40
23,41,47,54,2,42
21,43,3,48,45,14
5,27,51,25,4,10
14,53,21,40,10,20
16,24,39,20,42,46
51,32,25,50,35,46
22,4,27,23,38,42
25,27,44,42,36,39
39,8,21,23,25,4
11,51,55,1,16,41
34,11,38,30,20,12
2,41,37,31,32,40
13,26,46,7,36,37
13,35,38,28,41,33
1,53,17,20,9,14
7,4,36,38,30,38
6,43,24,44,19,33
28,4,41,14,13,28
2,17,41,16,22,31
12,2,54,56,18,1
48,9,28,54,22,8
15,6,39,27,31,25
15,20,21,1,47,34
4,39,32,11,40,33
27,23,49,51,9,38
53,30,10,37,7,1
25,44,4,16,24,5
19,23,15,6,40,5
48,45,37,3,27,46
4,43,30,23,50,11
5,45,20,56,48,1
3,2,19,71,52,14
45,16,60,54,6,15
54,53,33,50,20,7
49,35,32,62,67,1
74,11,2,64,42,2
41,42,65,51,57,7
20,71,32,42,30,15
54,63,49,44,25,8
14,63,49,29,15,2
44,23,36,35,17,8
74,59,27,44,75,3
41,9,43,57,47,5
12,41,7,44,59,3
64,11,44,63,29,3
65,22,41,5,12,13
27,26,24,19,70,12
8,20,14,17,39,7
49,3,31,4,57,6
73,53,58,34,23,2
4,48,15,49,35,11
58,12,8,52,34,8
25,70,24,22,40,5
13,34,64,62,56,6
8,37,36,57,28,8
4,69,23,26,62,13
1,10,31,26,51,11
45,33,8,52,23,4
46,65,45,47,22,10
16,53,60,28,7,2
9,13,47,3,52,8
60,25,73,44,49,9
64,35,11,23,21,10
67,64,43,71,73,4
20,35,28,71,72,7
70,31,29,23,37,14
45,23,46,29,32,15
66,35,18,12,25,15
50,31,59,58,3,6
10,35,31,45,29,10
51,11,69,57,13,1
56,14,9,69,57,10
7,69,54,20,40,12
51,24,11,33,19,7
2,23,30,35,53,10
19,57,51,26,73,15
2,9,50,3,73,12
68,23,74,10,75,9
15,10,54,1,41,9
35,71,36,41,60,3
3,44,42,47,57,8
39,4,70,46,47,13
45,18,25,38,63,9
18,49,2,50,19,1
11,66,18,20,3,9
61,66,43,59,7,3
18,1,35,26,40,13
18,51,48,27,20,5
39,10,59,28,51,14
46,48,37,70,74,1
56,14,13,16,50,11
40,64,63,10,69,7
21,70,14,38,12,15
1,46,58,10,6,13
42,10,13,43,62,2
62,19,66,74,28,6
49,37,12,72,29,9
74,10,24,2,26,7
7,46,38,49,56,1
24,60,14,10,47,3
25,1,56,29,22,3
65,47,24,17,13,10
46,64,29,15,31,10
9,47,38,49,22,15
58,33,39,16,69,2
48,27,25,49,14,9
13,9,30,35,69,10
40,2,17,4,36,5
5,59,65,8,72,3
31,47,22,14,18,15
33,29,41,68,22,12
2,16,43,74,8,1
13,34,72,37,29,6
53,28,45,36,25,6
9,70,61,16,75,7
63,32,53,60,68,6
28,19,29,16,68,9
71,22,67,39,56,15
31,34,5,74,41,3
31,64,60,29,51,1
58,73,26,3,45,12
72,69,8,1,54,1
12,24,7,20,59,7
70,55,25,34,71,1
36,18,28,33,42,7
73,51,53,25,45,2
16,34,25,29,27,2
43,21,24,40,25,12
26,35,62,17,46,9
61,52,54,16,3,6
20,58,3,34,67,6
46,55,29,48,16,2
32,59,35,2,50,3
46,37,64,11,68,15
60,31,43,56,21,12
41,5,35,66,37,11
2,55,21,28,14,3
3,57,60,50,58,11
67,11,58,36,29,15
15,24,41,9,39,1
66,35,31,41,65,5
28,75,23,30,25,11
68,62,49,3,61,15
53,68,39,37,75,6
37,63,3,12,35,15
29,10,47,11,56,4
47,26,29,8,36,10
49,18,13,22,62,11
59,5,11,51,4,5
45,52,49,27,51,14
58,46,65,31,2,7
68,58,41,72,73,1
59,58,14,68,18,4
31,56,66,10,4,7
10,20,2,38,5,14
63,3,67,44,7,12
35,15,62,74,13,12
20,12,27,38,75,4
37,56,50,49,57,8
20,50,12,51,25,7
26,32,44,58,45,11
63,56,35,31,59,6
68,72,15,32,14,8
44,5,57,27,26,7
31,45,18,39,55,6
25,22,69,11,58,13
